"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Mexico","MEX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28964102","29904237","31044537","32218062","33098097","33994827","34880438","36531349","37223871","37613257","38388395","38822947","39346853","40436875","41700421","43124093","44563448","45486346","46141021","46933485","47714802","48766228","50313012","51144537","51654367","52690173","53525390","54238561","55360236","56818605","53127553","56993985",
"Marshall Islands","MHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1705209258","1738232480","1772416846","1801792054","1837164411","1870354152","1903619160","1940566310","1978542654","2019998727","2056213505","2091820636","2127175661","2163849177","2201926146","2238546084","2264226128","2291210304","2311060665","2331597723","2349925804","2375841374","2396864549","2417784870","2441561465","2468600924","2491115925","2513401010","2535746529","2565388122","2504035528","2553472469",
"North Macedonia","MKD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","863494","869525","857483","841040","828526","824973","827230","815445","822123","827240","830995","834571","829478","866336","870793","875083","880115","894899","911074","923453","933218","935314","934772","950678","956007","950250","945205","952947","957679","965045","946571","938072",
"Mali","MLI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3346664","3405777","3467970","3536236","3610279","3687984","3771072","3860684","3965972","4086531","4216175","4355778","4502417","4653415","4807206","4961295","5121488","5285287","5450101","5614855","5780321","5952165","6095846","6247137","6436912","6630544","6779839","6940330","7172737","7412717","7330107","7704564",
"Malta","MLT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135839","139804","142013","144151","145950","147591","149914","151969","153425","154915","154307","157941","159672","160990","158551","161910","163788","167568","169526","171732","175583","180203","187135","196571","205532","212910","222635","233766","250448","265572","275724","281266",
"Myanmar","MMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19446398","19883240","20129670","20436159","20723972","21026004","21342755","21686760","22036882","22287589","22460695","22642341","22779507","22856581","22925155","22987611","23051828","23132651","23217665","23302759","23441609","23667002","23875925","24068096","24259519","24454335","24239329","24004375","24412306","23943305","24060819","",
"Middle East & North Africa (excluding high income)","MNA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60815369","62853269","64751052","66656262","68630014","70231690","71991172","74248911","76504500","79838199","81965274","83851958","85283582","88126593","91113617","94125049","96588361","98943887","99790293","102361945","104885428","105144865","107422769","109692476","110730665","112759174","115201485","116258269","117390779","118690500","116386747","119191886",
"Montenegro","MNE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224759","226461","228278","230101","231040","231457","231634","231790","231551","233681","233989","236007","237820","239439","240041","240558","240535","240887","241307","243074","243854","244506","251895","252989","266788","272361","276767","277876","284888","292048","271119","280642",
"Mongolia","MNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","762687","786840","811706","833089","851422","867215","885223","902033","919808","939066","961894","985310","1007897","1029135","1053685","1077342","1099041","1118127","1105129","1121694","1153589","1195069","1203558","1210993","1241618","1254113","1248388","1282474","1296309","1388801","1359751","1327149",
"Northern Mariana Islands","MNP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6249684","6379268","6506644","6694131","7028376","7349920","7584175","7782805","7925921","8072462","8224438","8387083","8560707","8739806","8925283","9114105","9304311","9503272","9704963","9909785","10136051","10392301","10678295","10991654","11326670","11678216","12099183","12528448","12940849","13355545","13667433","14119252",
"Mauritania","MRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510059","526003","550276","577043","598239","613873","623067","635916","653565","672881","693893","709131","721365","734458","748181","762581","777789","794106","812914","833058","852255","870528","888042","901566","917505","934016","951252","969239","998453","1029009","1052229","1085402",
"Mauritius","MUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","444567","451124","459027","466856","476146","482900","489710","497323","503643","510362","515015","508818","519867","545848","535573","544955","548135","546240","552776","559155","571591","567989","575615","590361","597711","606290","603332","609883","607552","616241","609445","614147",
"Malawi","MWI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4132703","4256981","4377261","4436467","4382588","4387968","4499616","4611063","4722122","4836563","4953623","5073264","5191808","5314368","5444586","5581621","5646652","5711029","5769964","5824618","5880939","5937747","6035606","6139892","6251150","6368179","6490270","6618517","6846059","7086643","7444101","7647742",
"Malaysia","MYS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6855680","7076457","7296814","7519714","7753453","7995410","8245069","8509047","8797880","9079434","9352131","9627564","9908787","10200556","10504004","10820941","11150814","11495136","11759090","12181055","12521565","13097687","13645536","14298854","14684103","15044591","15326693","15658001","16042325","16435372","16626594","16915825",
"North America","NAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142912891","143884042","146092389","147534973","150009194","151990779","154215462","156933883","158703499","160784334","162839780","164268406","165847667","166989232","168317704","170314194","172664410","174438690","176338624","176562530","176761855","176862828","177514359","177932888","178482968","179457322","181412329","183142795","184569798","186732993","184945898","185814031",
"Namibia","NAM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436833","452129","466605","481475","496324","506738","516621","525672","541608","557724","573965","590864","607423","623518","639729","657389","676327","695564","714935","734219","753051","771227","789420","862767","867194","881284","895063","899482","903161","918680","923666","943756",
"New Caledonia","NCL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74559","77216","79839","82541","85346","87875","90133","92262","94193","96179","98188","100253","102415","104463","106325","108486","110833","112983","115005","116910","119241","121922","124550","127142","129509","128247","126568","124736","122671","120313","120527","120085",
"Niger","NER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3504627","3620186","3738273","3860921","3989520","4125677","4267933","4407399","4550111","4697317","4848149","5006643","5167727","5333314","5504850","5684220","5875518","6074820","6283685","6503394","6736225","6985580","7084004","7172556","7242882","7529280","7834020","8143526","8460068","8787355","9040992","9400199",
"Nigeria","NGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31936586","32839292","33747996","34697305","35674973","36656320","37675613","38710630","39762797","40824008","41892032","43015209","44142710","45276846","46434996","47613325","48846710","50110483","51407935","52748866","54154359","55649284","54750499","53710835","55758900","57867585","60073637","62423461","64865191","67373495","68632665","70620041",
"Nicaragua","NIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1327245","1366818","1408209","1449809","1496307","1546502","1606867","1666413","1726072","1781075","1836122","1890616","1944814","1999339","2054614","2112705","2174516","2238782","2305228","2373348","2442683","2512841","2583025","2652874","2722579","2784515","2846079","2907998","2954512","2999937","3002671","3131251",
"Netherlands","NLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6982138","7102095","7195092","7256259","7390794","7465688","7566030","7760296","7899213","8047998","8237559","8384016","8532973","8561053","8618836","8457142","8508765","8674931","8830188","8909192","8887011","8900854","9013873","9054383","9031991","9095974","9128587","9194515","9309225","9466453","9502135","9653276",
"Norway","NOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2154876","2141406","2149497","2151867","2177459","2211446","2268042","2330504","2376840","2381410","2406851","2420368","2442182","2413804","2426671","2438548","2466637","2525640","2603099","2600124","2605468","2627229","2673428","2700082","2724239","2762042","2769692","2760886","2796121","2825244","2832047","2908555",
"Nepal","NPL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4746794","4867716","5012671","5156013","5287739","5417905","5529405","5646595","5768836","5894195","6018731","6132070","6245482","6354102","6455062","6546524","6642051","6727299","6808402","6888236","6969105","7037722","7095655","7150291","7213832","7297557","7458894","7643767","7829354","8017497","8164427","8412242",
"Nauru","NRU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1631527","1713239","1721022","1739037","1784827","1829260","1883819","1905740","1911213","1925488","1943274","1975886","2038452","2079431","2137161","2194998","2245893","2277862","2296582","2309691","2328293","2357842","2364788","2394722","2474895","2535320","2643213","2740052","2794877","2834605","2893601","2941259",
"OECD members","OED","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","514565715","522179652","528062314","531218853","538161191","543175126","549307634","556453878","561746449","566998813","571507576","575249312","580247121","585601953","589820230","598021425","605443073","611302674","618376016","622732070","626405876","630174852","636014567","640731173","645467613","651071085","658301166","664848853","671559241","678273592","666495212","675400490",
"Oman","OMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","561876","610364","659458","709316","739746","750425","762490","773661","787575","803736","816904","832989","854742","879567","909832","947682","988717","1032721","1079251","1127703","1271697","1518006","1778911","2003105","2140011","2259888","2403188","2487472","2492464","2441558","2203911","2165903",
"Other small states","OSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6757354","6897478","6994203","7087695","7213572","7328802","7458540","7598733","7760598","7949414","8143658","8329745","8506725","8740502","8952259","9223203","9602554","10025276","10453420","10834613","11096550","11318616","11575643","11956709","12320997","12727697","13095246","13422121","13688628","13947400","13832509","13977673",
"Pakistan","PAK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32045923","33224710","33922005","34315720","35265550","35773890","37674986","39664979","40910246","42543743","44418607","46217130","47679898","49107668","50663081","51747303","52830351","54353925","55924959","58053613","60255359","61545907","63271853","64802509","65271548","67587825","68081286","68740241","69627365","71922559","72839475","76944639",
"Panama","PAN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","857042","922140","971984","1023234","1055441","1102437","1128972","1156135","1171795","1212667","1253610","1295415","1338068","1373404","1414864","1452458","1464039","1494155","1564790","1611067","1618269","1611450","1689370","1744928","1778532","1813736","1859078","1885561","1966334","2041466","1986360","2064539",
"Peru","PER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7921715","8144387","8334493","8697441","9076469","9654603","10134298","10627068","11099974","11605641","11468982","12261413","12717765","13164270","13601183","14024859","14824999","15442460","15644448","15918392","16255079","16342847","16520323","16618192","16683502","16688971","16861950","17556265","18029865","18527166","16830784","17866091",
"Philippines","PHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22536084","23220332","23910653","24599264","25277092","25968869","26672089","27415449","28274035","29068845","29806286","30525600","31234882","31926684","32900743","33734285","34451251","35217803","36018856","37171259","38081599","39490703","40075145","40789298","42179843","42622143","43756699","42974771","43800369","45091807","42419079","44857442",
"Palau","PLW","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1628069","1677835","1730614","1781533","1850584","1936312","2007184","2099553","2195020","2282677","2381364","2401074","2414911","2422278","2422895","2416370","2402441","2381204","2353266","2318777","2277473","2356089","2427546","2500828","2556332","2625194","2696576","2772507","2857304","2929298","2979848","3064337",
"Poland","POL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17534527","17682717","17755587","17718063","17667188","17500980","17465504","17351431","17377007","17353418","17472615","17667209","17427664","17342507","17315014","17594853","17372554","17358008","17577553","17842910","18055100","18149149","18268758","18287361","18392967","18332403","18371736","18432689","18388899","18327421","18245535","18519218",
"Pre-demographic dividend","PRE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152528802","156597655","161135449","166023722","171670192","177338807","182014165","186601009","191778753","197314546","202984224","208907095","215345250","222036159","228761976","235659505","242317570","248574128","255011253","261864053","268784588","276333190","281490725","287282186","295639560","304465629","313750316","323014934","333064793","343523068","346868044","359585450",
"Puerto Rico","PRI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1145725","1187551","1199943","1257792","1262149","1266047","1307508","1347949","1356319","1361553","1330150","1342300","1353919","1376613","1383557","1420952","1410225","1378315","1339258","1292063","1254403","1206301","1196082","1187213","1173302","1158495","1147690","1126376","1102879","1119726","1135283","1135440",
"Korea, Dem. People's Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11112371","11349707","11596405","11823216","12032064","12240583","12423385","12632503","12787333","12877689","13014008","13119654","13243459","13375250","13517884","13642406","13810387","13978167","14101307","14261326","14417886","14560573","14694213","14826136","14955822","15103002","15192825","15349119","15501981","15597968","15386133","15674545",
"Portugal","PRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4674133","4842514","4787807","4771722","4780575","4795957","4800748","4842323","5123546","5171215","5232792","5335194","5419875","5442325","5418926","5464806","5500215","5534266","5535756","5490081","5491635","5428758","5385170","5289169","5231791","5204014","5187357","5226890","5242420","5264058","5166305","5172511",
"Paraguay","PRY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1647179","1693933","1737596","1790709","1846884","1909573","1961453","2023019","2074787","2123239","2168041","2213643","2256509","2267090","2446689","2461218","2396833","2509178","2575798","2638059","2619723","2683834","2878115","2881571","2860692","2916241","3061166","3127278","3257519","3336159","3285518","3422166",
"West Bank and Gaza","PSE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411960","430325","447810","468507","490425","512868","540301","561728","572243","587146","615362","578324","585908","654278","668101","700083","726008","778686","798641","831893","871677","931429","968542","1001101","1038552","1114682","1140063","1173389","1191792","1249457","1190164","1299412",
"Pacific island small states","PSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","572032","582588","591564","602091","612385","622390","633715","647173","661579","676338","691102","705320","719150","732218","745293","750577","770936","791285","811118","831347","850655","869362","873521","877247","880752","888972","897192","909447","922490","936485","943645","961318",
"Post-demographic dividend","PST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466072979","471330315","475035119","477096624","481171022","484358100","488844194","493572696","496677879","500542360","504324341","506620600","510640744","514055848","517277015","522733367","528271802","533174393","537808458","538865459","539664578","540152874","542764749","544977441","547527841","550356316","555026329","559043111","563185715","567778184","562637262","564629574",
"French Polynesia","PYF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80381","82146","83926","85695","87481","89422","91593","93504","95539","97672","99910","102172","104412","106618","108820","110916","112806","114134","115870","117409","118724","119968","121131","122179","123435","124850","126252","127752","129318","130820","131173","133239",
"Qatar","QAT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263836","273723","282408","292297","301885","311730","321270","333002","353028","375963","399023","423723","448417","474858","492088","548998","695443","885428","1062880","1200173","1279336","1339473","1405646","1498732","1645652","1816808","1960463","2045789","2081887","2095831","2047230","1990119",
"Romania","ROU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12228569","12298135","12348267","12271978","12185144","12086486","11703637","11948224","11808407","11812471","11764753","11455443","10362670","10032640","9978945","9663356","9809182","9637035","9432553","9338466","9351118","9173378","9217872","9175559","9205404","9108577","8915255","9055159","8999055","8972261","8908333","8199584",
"Russian Federation","RUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76313392","76275287","75899321","73835743","71808340","71562773","70643793","69402599","68790363","72950934","73324994","72154595","73004523","72859793","73624056","74033541","74402128","75373650","75920554","75961314","75875079","76076122","75911657","75613134","75425759","75122850","75182855","74610601","74501320","73598522","73064921","73367843",
"Rwanda","RWA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2396168","2438025","2482499","2546802","2094465","1698315","2040819","2375153","2514746","2615028","2711971","2797990","2884196","2974186","3066374","3156917","3247094","3338604","3433301","3532102","3635144","3742460","3843907","3940991","4042993","4152626","4270829","4399260","4025709","4085693","4544104","4588673",
"South Asia","SAS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402773344","412507329","422282795","432476216","443469330","453086793","464457113","476050762","487590945","499032341","510623872","524277087","537992323","551773330","565591364","578864049","584245201","589370739","594149632","599465643","604918214","608655839","612635308","619631582","625205432","632619988","638220559","646800036","652131031","665406402","637590913","655896424",
"Saudi Arabia","SAU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000971","5211720","5466973","5636448","5775243","5926861","6085422","6257845","6443914","6656494","7079451","7333273","7625337","7948017","8227971","8558784","8989951","9448425","9918243","10391085","11040155","11614140","12176430","12635859","12977992","13441490","13967604","13926541","14523667","15485557","15995145","15683138",
"Sudan","SDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5537881","5653114","5760814","5886241","6072440","6290200","6515269","6695031","6872080","7061469","7273545","7475648","7663415","7850897","8056339","8296847","8567553","8851985","9128641","9396319","9606347","9759019","9918251","10132798","10418703","10774108","11140746","11538558","11946018","12330619","12586599","13042837",
"Senegal","SEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2058752","2125312","2194135","2264077","2332995","2399163","2467221","2532631","2597292","2663159","2731368","2803673","2877949","2953676","3031140","3111432","3195593","3250174","3304930","3359706","3414678","3470634","3527583","3585375","3646878","3713528","4215630","3989175","4408782","4679043","4782834","4998197",
"Singapore","SGP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1464045","1524278","1586419","1643563","1719087","1797715","1889735","1973174","2059539","2098833","2155004","2220181","2217150","2194672","2234837","2318171","2425007","2566826","2754182","2891754","2990116","3083320","3185075","3244474","3339133","3437533","3480133","3474178","3471429","3527441","3511798","3418165",
"Solomon Islands","SLB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147854","152794","157301","162730","167911","173044","179163","185679","192058","198722","206968","214134","220665","226125","231619","237301","243133","249087","254981","261599","267773","274476","282266","289781","298221","306843","314911","323217","331935","341348","347558","360083",
"Sierra Leone","SLE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1590637","1609915","1580798","1577035","1581884","1582742","1589579","1608148","1621415","1626770","1663938","1761890","1863334","1938951","2051698","2081503","2101604","2122149","2150083","2183363","2218455","2252288","2285506","2318441","2351170","2391699","2433870","2476830","2518499","2590562","2642553","2713620",
"El Salvador","SLV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1896220","1934414","1980613","2051766","2126860","2137200","2125602","2155273","2270123","2286344","2295298","2300837","2303864","2382720","2346240","2380674","2412208","2455407","2468518","2481794","2494725","2517133","2579866","2630752","2617260","2618193","2673318","2687119","2694155","2762085","2591073","2703446",
"San Marino","SMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1242605","1199228","1155729","1194152","1253371","1298575","1347235","1396479","1457094","1518418","1580575","1646823","1709069","1770164","1830640","1884769","1931762","1984288","2043229","2097396","2152014","2189541","2230090","2302356","2382046","2461594","2554704","2656655","2755473","2858312","2935354","3048520",
"Serbia","SRB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3580136","3595412","3621869","3647525","3648978","3578160","3548659","3514307","3496556","3525483","3503520","3481070","3461147","3440681","3409090","3384095","3362431","3362762","3312768","3191692","3104469","3092055","3108558","3157875","3171544","3135688","3229602","3256850","3275646","3272110","3218733","3281894",
"Sub-Saharan Africa (excluding high income)","SSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196630323","202175216","207732924","213262360","218988454","225230423","231669199","238059807","244779735","251772315","258995220","266553181","274418193","282513098","290814438","299239043","307424609","315637722","323841487","331561826","339512790","348639862","355544342","363098277","373161033","384581800","395928426","407637344","419603778","432225350","434621184","451240715",
"South Sudan","SSD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1849671","1886615","1909874","1918917","1955369","2007246","2045222","2093652","2139400","2206244","2311321","2420571","2525960","2636926","2772927","2934743","3113825","3307196","3507313","3700771","3938537","4198651","4404444","4570977","4555121","4476942","4349754","4067431","3902701","3953250","4040216","4177392",
"Sub-Saharan Africa","SSF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196630323","202175216","207732924","213262360","218988454","225230423","231669199","238059807","244779735","251772315","258995220","266553181","274418193","282513098","290814438","299239043","307424609","315637722","323841487","331561826","339512790","348639862","355544342","363098277","373161033","384581800","395928426","407637344","419603778","432225350","434621184","451240715",
"Small states","SST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9694346","9865300","10000802","10129583","10298704","10459201","10627981","10817752","11027530","11254336","11495104","11718882","11943042","12230560","12555253","12882894","13325163","13808078","14299422","14695890","14973557","15245373","15558544","16002012","16409671","16853917","17295931","17670123","17975281","18296303","18048956","18295989",
"Sao Tome and Principe","STP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36752","37474","38203","38969","39757","40554","41405","42258","43139","44061","45009","45993","47147","48469","49807","51165","52425","53672","54912","56166","57448","58775","59976","61044","62135","63262","64444","65686","66970","68314","69514","71689",
"Suriname","SUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126280","127431","128325","128074","129356","132099","135334","138643","142033","145457","151713","157994","164227","170381","175450","179549","183778","188112","192572","197210","202052","207067","212231","217561","223039","228664","234453","238162","242607","246509","238549","245522",
"Slovak Republic","SVK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2596794","2636403","2574728","2520203","2455244","2478890","2516944","2520500","2527767","2550649","2585455","2633285","2620049","2651818","2668909","2656907","2655462","2655666","2688481","2678777","2689128","2683638","2709630","2717026","2723429","2739138","2759104","2754225","2746014","2741604","2712322","2777251",
"Slovenia","SVN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909400","916914","922200","924704","928187","933657","938660","957137","981123","959040","958896","969299","982517","959249","1006288","1015563","1021520","1035219","1033343","1041058","1040057","1018812","1012538","1006860","1013694","1006923","993963","1025695","1035092","1028559","1029744","1045561",
"Sweden","SWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4711028","4678659","4593980","4505440","4472766","4528612","4522502","4507655","4469076","4515581","4486903","4558776","4579588","4607164","4622281","4690191","4768932","4844850","4904595","4912421","4938836","4996359","5028100","5088630","5132084","5177181","5244040","5331161","5396546","5456624","5462300","5514679",
"Eswatini","SWZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242925","255227","267660","276867","272932","269775","277820","284759","290912","297035","302901","308720","314276","319363","324066","328261","332178","336301","340513","344466","347763","350601","353324","356218","359677","363786","367503","371799","376506","381377","383976","389933",
"Sint Maarten (Dutch part)","SXM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3407848","3533947","3646609","3792601","3877130","3960162","4123765","4290162","4461015","4674812","4896897","4976896","5054818","5128188","5219893","5311993","5534966","5802048","5959077","5949301","6062430","6271527","6209139","5784149","5262250","4981954","4965564","5061695","5292774","5690125","5903729","6254514",
"Turks and Caicos Islands","TCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2222984","2309555","2419195","2446150","2455715","2561717","2665029","2719238","2780394","2852725","2922609","2987408","3063495","3175485","3318111","3437329","3531459","3620713","3720190","3825049","3921726","4030272","4144052","4266330","4393752","4495591","4600694","4725553","4858714","5027534","5151952","5334220",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834297341","847019577","860867338","873125134","888311439","902860399","918471914","933651952","949858293","964658265","980064549","992555592","1003483281","1015269367","1026881461","1037314402","1046878431","1057652779","1063220981","1067112699","1071109476","1084997868","1093029979","1097744344","1105659452","1112495979","1117111101","1119702250","1125567427","1131175525","1122046992","1128215983",
